"Impl","date","roast sha1","pass","fail","todo","skip","plan","spec","notes"
"niecza","2012-06-25","",20471,14,732,1452,22582,24182,""
"pugs","2012-06-25","",7749,2007,2978,1296,14030,24043,""
"rakudo","2012-06-25","",22764,8,629,1825,25226,24182,""
"niecza","2012-06-24","",20466,6,732,1453,22657,24161,""
"pugs","2012-06-24","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-24","",22459,8,629,1901,24997,24161,""
"niecza","2012-06-23","",20466,6,732,1453,22657,24161,""
"pugs","2012-06-23","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-23","",22459,8,629,1901,24997,24161,""
"niecza","2012-06-22","",20468,6,735,1453,22662,24161,""
"pugs","2012-06-22","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-22","",22441,24,636,1901,25002,24161,""
"niecza","2012-06-21","",20470,4,735,1453,22662,24161,""
"pugs","2012-06-21","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-21","",22444,36,647,1875,25002,24161,""
"niecza","2012-06-20","",20470,4,735,1453,22662,24161,""
"pugs","2012-06-20","",7747,1985,2978,1296,14006,24022,""
"rakudo","2012-06-20","",22444,36,647,1875,25002,24161,""
"niecza","2012-06-19","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-19","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-19","",22444,36,647,1875,25002,24161,""
"niecza","2012-06-18","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-18","",7747,1985,2978,1296,14006,24022,""
"rakudo","2012-06-18","",22448,30,647,1877,25002,24161,""
"niecza","2012-06-17","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-17","",7747,1985,2978,1296,14006,24022,""
"rakudo","2012-06-17","",22448,30,647,1877,25002,24161,""
"niecza","2012-06-16","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-16","",7747,1985,2978,1296,14006,24022,""
"rakudo","2012-06-16","",22448,30,647,1877,25002,24161,""
"niecza","2012-06-15","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-15","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-15","",22448,30,647,1877,25002,24161,""
"niecza","2012-06-14","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-14","",7747,1985,2978,1296,14006,24022,""
"rakudo","2012-06-14","",22448,30,647,1877,25002,24161,""
"niecza","2012-06-13","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-13","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-13","",22448,30,647,1877,25002,24161,""
"niecza","2012-06-12","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-12","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-12","",22448,30,647,1877,25002,24161,""
"niecza","2012-06-11","",20471,3,735,1453,22662,24161,""
"pugs","2012-06-11","",7749,1983,2978,1296,14006,24022,""
"rakudo","2012-06-11","",22446,30,647,1879,25002,24161,""
"niecza","2012-06-10","",20471,3,735,1453,22662,24160,""
"pugs","2012-06-10","",7752,1978,2978,1297,14005,24021,""
"rakudo","2012-06-10","",22445,30,647,1879,25001,24160,""
"niecza","2012-06-09","",20471,3,735,1453,22662,24160,""
"pugs","2012-06-09","",7752,1978,2978,1297,14005,24021,""
"rakudo","2012-06-09","",22445,30,647,1879,25001,24160,""
"niecza","2012-06-08","",20471,3,735,1453,22662,24160,""
"pugs","2012-06-08","",7752,1978,2978,1297,14005,24021,""
"rakudo","2012-06-08","",22445,32,645,1879,25001,24160,""
"niecza","2012-06-07","",20471,3,735,1453,22662,24160,""
"pugs","2012-06-07","",7751,1979,2978,1297,14005,24021,""
"rakudo","2012-06-07","",22423,30,644,1873,24970,24160,""
"niecza","2012-06-06","",20460,4,735,1452,22651,24149,""
"pugs","2012-06-06","",7749,1978,2978,1297,14002,24010,""
"rakudo","2012-06-06","",22416,30,644,1870,24960,24149,""
"niecza","2012-06-05","",20460,4,735,1452,22651,24149,""
"pugs","2012-06-05","",7752,1975,2978,1297,14002,24010,""
"rakudo","2012-06-05","",22410,32,643,1870,24955,24149,""
"niecza","2012-06-04","",20456,3,735,1452,22646,24144,""
"pugs","2012-06-04","",7749,1976,2978,1297,14000,24005,""
"rakudo","2012-06-04","",22405,32,643,1870,24950,24144,""
"niecza","2012-06-03","",20456,3,735,1452,22646,24144,""
"pugs","2012-06-03","",7751,1974,2978,1297,14000,24005,""
"rakudo","2012-06-03","",22391,32,643,1870,24936,24144,""
"niecza","2012-06-02","",20456,3,735,1452,22646,24144,""
"pugs","2012-06-02","",7749,1976,2978,1297,14000,24005,""
"rakudo","2012-06-02","",22364,32,643,1870,24909,24144,""
"niecza","2012-06-01","",20452,3,733,1452,22640,24138,""
"pugs","2012-06-01","",7750,1971,2978,1297,13996,23999,""
"rakudo","2012-06-01","",22361,31,643,1870,24905,24140,""
"niecza","2012-05-31","",20450,3,733,1453,22639,24137,""
"pugs","2012-05-31","",7750,1971,2978,1297,13996,23998,""
"rakudo","2012-05-31","",22355,30,643,1874,24902,24137,""
"niecza","2012-05-30","",20449,3,733,1453,22638,24136,""
"pugs","2012-05-30","",7748,1973,2978,1297,13996,23997,""
"rakudo","2012-05-30","",22352,31,642,1876,24901,24136,""
"niecza","2012-05-29","",20446,5,733,1451,22635,24133,""
"pugs","2012-05-29","",7747,1972,2978,1297,13994,23994,""
"rakudo","2012-05-29","",22349,30,641,1876,24896,24133,""
"niecza","2012-05-28","",20429,3,743,1451,22626,24117,""
"pugs","2012-05-28","",7743,1972,2978,1297,13990,23978,""
"rakudo","2012-05-28","",22328,30,640,1875,24873,24117,""
"niecza","2012-05-27","",20428,4,743,1451,22626,24117,""
"pugs","2012-05-27","",7745,1970,2978,1297,13990,23978,""
"rakudo","2012-05-27","",22296,30,640,1874,24840,24117,""
"niecza","2012-05-26","",20416,7,754,1449,22626,24117,""
"pugs","2012-05-26","",7745,1970,2978,1297,13990,23978,""
"rakudo","2012-05-26","",22263,30,645,1875,24813,24117,""
"niecza","2012-05-25","",20416,7,754,1449,22626,24117,""
"pugs","2012-05-25","",7745,1970,2978,1297,13990,23978,""
"rakudo","2012-05-25","",22263,30,645,1875,24813,24117,""
"niecza","2012-05-24","",20364,53,759,1448,22624,24116,""
"pugs","2012-05-24","",7743,1972,2978,1297,13990,23977,""
"rakudo","2012-05-24","",22247,30,643,1890,24810,24116,""
"niecza","2012-05-23","",20364,53,759,1448,22624,24116,""
"pugs","2012-05-23","",7745,1970,2978,1297,13990,23977,""
"rakudo","2012-05-23","",22247,30,643,1890,24810,24116,""
"niecza","2012-05-22","",20364,53,759,1448,22624,24116,""
"pugs","2012-05-22","",7745,1970,2978,1297,13990,23977,""
"rakudo","2012-05-22","",22247,30,643,1890,24810,24116,""
"niecza","2012-05-21","",20364,51,759,1447,22621,24113,""
"pugs","2012-05-21","",7745,1968,2978,1297,13988,23974,""
"rakudo","2012-05-21","",22246,30,640,1891,24807,24113,""
"niecza","2012-05-20","",20406,7,760,1448,22621,24113,""
"pugs","2012-05-20","",7743,1970,2978,1297,13988,23974,""
"rakudo","2012-05-20","",22246,30,640,1891,24807,24113,""
"niecza","2012-05-19","",20406,7,760,1448,22621,24113,""
"pugs","2012-05-19","",7745,1968,2978,1297,13988,23974,""
"rakudo","2012-05-19","",22246,30,640,1891,24807,24113,""
"niecza","2012-05-18","",20405,8,760,1448,22621,24113,""
"pugs","2012-05-18","",7743,1970,2978,1297,13988,23974,""
"rakudo","2012-05-18","",22174,30,711,1892,24807,24113,""
"niecza","2012-05-17","",20365,25,759,1452,22601,24121,""
"pugs","2012-05-17","",7746,1974,2980,1297,13997,23982,""
"rakudo","2012-05-17","",22178,30,712,1891,24811,24121,""
"niecza","2012-05-16","",20349,34,759,1451,22593,24113,""
"pugs","2012-05-16","",7753,1967,2980,1297,13997,23974,""
"rakudo","2012-05-16","",22193,30,722,1858,24803,24113,""
"niecza","2012-05-15","",20381,34,759,1451,22625,24148,""
"pugs","2012-05-15","",7761,1994,2980,1297,14032,24009,""
"rakudo","2012-05-15","",22162,30,709,1891,24792,24148,""
"niecza","2012-05-14","",20368,34,762,1451,22615,24127,""
"pugs","2012-05-14","",7771,1900,3055,1297,14023,23988,""
"rakudo","2012-05-14","",22130,30,707,1891,24758,24137,""
"niecza","2012-05-13","",20368,28,762,1456,22614,24135,""
"pugs","2012-05-13","",7786,1881,3063,1298,14028,23996,""
"rakudo","2012-05-13","",22080,30,704,1895,24709,24145,""
"niecza","2012-05-12","",20367,28,762,1456,22613,24130,""
"pugs","2012-05-12","",7786,1881,3063,1298,14028,23991,""
"rakudo","2012-05-12","",22039,30,703,1895,24667,24140,""
"niecza","2012-05-11","",20367,28,762,1456,22613,24130,""
"pugs","2012-05-11","",7786,1881,3063,1298,14028,23991,""
"rakudo","2012-05-11","",22031,30,703,1903,24667,24140,""
"niecza","2012-05-10","",20364,28,762,1456,22610,24127,""
"pugs","2012-05-10","",7784,1880,3063,1298,14025,23988,""
"rakudo","2012-05-10","",22026,30,705,1903,24664,24137,""
"niecza","2012-05-09","",20384,4,762,1456,22606,24123,""
"pugs","2012-05-09","",9120,10,3339,1555,14024,23984,""
"rakudo","2012-05-09","",22021,36,707,1896,24660,24133,""
"niecza","2012-05-08","",20371,16,762,1455,22589,24103,""
"pugs","2012-05-08","",9119,9,3339,1555,14022,23964,""
"rakudo","2012-05-08","",21760,70,709,1884,24423,24113,""
"niecza","2012-05-07","",20380,4,762,1457,22588,24101,""
"pugs","2012-05-07","",9117,11,3338,1555,14021,23962,""
"rakudo","2012-05-07","",21745,30,711,1884,24370,24111,""
"niecza","2012-05-06","",20380,4,762,1457,22588,24101,""
"pugs","2012-05-06","",9116,12,3338,1555,14021,23962,""
"rakudo","2012-05-06","",21745,30,711,1884,24370,24111,""
"niecza","2012-05-05","",20380,4,762,1457,22588,24101,""
"pugs","2012-05-05","",9117,11,3338,1555,14021,23962,""
"rakudo","2012-05-05","",21718,30,711,1869,24328,24111,""
"niecza","2012-05-04","",20384,2,762,1499,22647,24157,""
"pugs","2012-05-04","",9126,2,3341,1555,14024,24018,""
"rakudo","2012-05-04","",21611,30,708,1857,24206,24167,""
"niecza","2012-05-03","",20384,2,762,1499,22647,24156,""
"pugs","2012-05-03","",9128,0,3341,1555,14024,24017,""
"rakudo","2012-05-03","",21610,30,708,1857,24205,24166,""
"niecza","2012-05-02","",20384,2,761,1499,22646,24155,""
"pugs","2012-05-02","",9126,2,3341,1555,14024,24016,""
"rakudo","2012-05-02","",21605,30,708,1857,24200,24165,""
"niecza","2012-05-01","",20384,2,761,1499,22646,24155,""
"pugs","2012-05-01","",9127,1,3341,1555,14024,24016,""
"rakudo","2012-05-01","",21605,30,708,1855,24198,24165,""
"niecza","2012-04-30","",20385,1,763,1497,22646,24155,""
"pugs","2012-04-30","",9125,3,3341,1553,14022,24016,""
"rakudo","2012-04-30","",21598,34,704,1862,24198,24165,""
"niecza","2012-04-29","",20385,1,763,1497,22646,24155,""
"pugs","2012-04-29","",9128,0,3341,1553,14022,24016,""
"rakudo","2012-04-29","",21601,30,705,1862,24198,24165,""
"niecza","2012-04-28","",20385,1,763,1497,22646,24155,""
"pugs","2012-04-28","",9128,0,3341,1553,14022,24016,""
"rakudo","2012-04-28","",21601,30,705,1862,24198,24165,""
"niecza","2012-04-27","",20384,1,763,1497,22645,24154,""
"pugs","2012-04-27","",9125,2,3341,1553,14021,24015,""
"rakudo","2012-04-27","",21600,30,705,1862,24197,24164,""
"niecza","2012-04-26","",20384,2,762,1497,22645,24154,""
"pugs","2012-04-26","",9125,2,3341,1553,14021,24015,""
"rakudo","2012-04-26","",21600,30,705,1862,24197,24164,""
"niecza","2012-04-25","",20362,2,749,1532,22645,24154,""
"pugs","2012-04-25","",9125,2,3341,1553,14021,24015,""
"rakudo","2012-04-25","",21586,30,644,1932,24192,24164,""
"niecza","2012-04-24","",20361,1,749,1532,22643,24152,""
"pugs","2012-04-24","",9079,2,3335,1605,14021,24013,""
"rakudo","2012-04-24","",21584,30,644,1932,24190,24162,""
"niecza","2012-04-23","",20303,69,747,1524,22643,24152,""
"pugs","2012-04-23","",9072,17,3333,1599,14021,24013,""
"rakudo","2012-04-23","",21550,30,638,1972,24190,24162,""
"niecza","2012-04-22","",20325,37,747,1528,22637,24143,""
"pugs","2012-04-22","",9072,13,3333,1600,14018,24003,""
"rakudo","2012-04-22","",8,20791,0,0,20799,23933,""
"niecza","2012-04-21","",20321,36,748,1528,22633,24121,""
"pugs","2012-04-21","",9071,13,3333,1599,14016,23982,""
"rakudo","2012-04-21","",8,20766,0,0,20774,23908,""
"niecza","2012-04-20","",20321,36,748,1528,22633,24121,""
"pugs","2012-04-20","",9071,13,3333,1599,14016,23982,""
"rakudo","2012-04-20","",8,20766,0,0,20774,23908,""
"niecza","2012-04-19","",20352,3,749,1529,22633,24122,""
"pugs","2012-04-19","",9084,1,3333,1599,14017,23983,""
"rakudo","2012-04-19","",21471,30,639,1968,24108,24132,""
"niecza","2012-04-18","",20352,3,749,1529,22633,24122,""
"pugs","2012-04-18","",9085,0,3333,1599,14017,23983,""
"rakudo","2012-04-18","",21471,30,639,1968,24108,24132,""
"niecza","2012-04-17","",20352,3,749,1529,22633,24122,""
"pugs","2012-04-17","",8707,905,3266,1139,14017,23983,""
"rakudo","2012-04-17","",21470,31,639,1968,24108,24132,""
"niecza","2012-04-16","",20352,3,749,1529,22633,24122,""
"pugs","2012-04-16","",9085,0,3333,1599,14017,23983,""
"rakudo","2012-04-16","",21467,31,639,1971,24108,24132,""
"niecza","2012-04-15","",20352,3,749,1529,22633,24122,""
"pugs","2012-04-15","",8947,5,3287,1588,13827,23983,""
"rakudo","2012-04-15","",21429,31,634,1874,23968,24132,""
"niecza","2012-04-14","",20352,3,749,1529,22633,24122,""
"pugs","2012-04-14","",8947,5,3287,1588,13827,23983,""
"rakudo","2012-04-14","",21403,32,638,1892,23965,24132,""
"niecza","2012-04-13","",20354,1,749,1530,22634,24123,""
"pugs","2012-04-13","",8952,1,3287,1588,13828,23984,""
"rakudo","2012-04-13","",21407,31,638,1890,23966,24133,""
"niecza","2012-04-12","",20354,1,749,1530,22634,24123,""
"pugs","2012-04-12","",8756,0,3261,1560,13577,23984,""
"rakudo","2012-04-12","",21407,31,638,1890,23966,24133,""
"niecza","2012-04-11","",20355,0,749,1530,22634,24123,""
"pugs","2012-04-11","",8707,40,3243,1587,13577,23984,""
"rakudo","2012-04-11","",21409,29,638,1890,23966,24133,""
"niecza","2012-04-10","",20354,1,749,1530,22634,24122,""
"pugs","2012-04-10","",8521,82,3213,1622,13438,23983,""
"rakudo","2012-04-10","",21349,31,638,1888,23906,24132,""
"niecza","2012-04-09","",20350,1,749,1530,22630,24118,""
"pugs","2012-04-09","",8556,2,3226,1635,13419,23979,""
"rakudo","2012-04-09","",21345,31,638,1888,23902,24128,""
"niecza","2012-04-08","",20349,2,749,1530,22630,24118,""
"pugs","2012-04-08","",8472,2,3151,1615,13240,23979,""
"rakudo","2012-04-08","",21345,31,638,1888,23902,24128,""
"niecza","2012-04-07","",20349,2,749,1530,22630,24118,""
"pugs","2012-04-07","",8276,2,3026,1394,12698,23867,""
"rakudo","2012-04-07","",21345,31,638,1888,23902,24128,""
"niecza","2012-04-06","",20349,2,749,1530,22630,24118,""
"pugs","2012-04-06","",8273,8,3025,1392,12698,23867,""
"rakudo","2012-04-06","",21345,31,638,1888,23902,24128,""
"niecza","2012-04-05","",20348,2,749,1530,22629,24103,""
"pugs","2012-04-05","",8273,8,3025,1392,12698,23852,""
"rakudo","2012-04-05","",21322,31,636,1896,23885,24113,""
"niecza","2012-04-04","",20345,1,749,1532,22627,24101,""
"pugs","2012-04-04","",8276,0,3026,1394,12696,23850,""
"rakudo","2012-04-04","",21317,30,636,1897,23880,24111,""
"niecza","2012-04-03","",20345,1,749,1531,22626,24040,""
"pugs","2012-04-03","",8229,0,3021,1346,12596,23849,""
"rakudo","2012-04-03","",21311,30,636,1897,23874,24050,"rakudo version hadn't been updating t/spec: fixed today"
"niecza","2012-04-02","",20345,1,748,1531,22625,23783,""
"pugs","2012-04-02","",8229,0,3021,1346,12596,23592,""
"rakudo","2012-04-02","",20860,283,632,1895,23496,24026,""
"niecza","2012-04-01","",20322,1,748,1531,22602,23760,""
"pugs","2012-04-01","",8228,1,3021,1344,12594,23569,""
"rakudo","2012-04-01","",21141,45,632,1895,23539,24026,""
"niecza","2012-03-31","",20314,2,751,1534,22601,23759,""
"pugs","2012-03-31","",8228,1,3021,1344,12594,23568,""
"rakudo","2012-03-31","",21141,45,632,1895,23539,24026,""
"niecza","2012-03-30","",20309,2,751,1533,22595,23752,""
"pugs","2012-03-30","",8227,1,3021,1344,12593,23561,""
"rakudo","2012-03-30","",21124,41,626,1889,23510,24026,""
"niecza","2012-03-29","",20307,2,751,1533,22593,23750,""
"pugs","2012-03-29","",8226,1,3021,1344,12592,23559,""
"rakudo","2012-03-29","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-28","",20308,1,751,1534,22594,23751,""
"pugs","2012-03-28","",8226,1,3021,1344,12592,23560,""
"rakudo","2012-03-28","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-27","",20312,1,756,1534,22603,23760,""
"pugs","2012-03-27","",8226,1,3020,1344,12591,23569,""
"rakudo","2012-03-27","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-26","",20312,1,756,1534,22603,23760,""
"pugs","2012-03-26","",8226,1,3020,1344,12591,23569,""
"rakudo","2012-03-26","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-25","",20312,1,756,1534,22603,23759,""
"pugs","2012-03-25","",8226,1,3020,1344,12591,23568,""
"rakudo","2012-03-25","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-24","",20312,1,756,1534,22603,23759,""
"pugs","2012-03-24","",8226,1,3020,1344,12591,23568,""
"rakudo","2012-03-24","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-23","",20312,1,756,1534,22603,23759,""
"pugs","2012-03-23","",8226,1,3020,1344,12591,23568,""
"rakudo","2012-03-23","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-22","",20309,1,756,1538,22604,23760,""
"pugs","2012-03-22","",8225,1,3020,1344,12590,23569,""
"rakudo","2012-03-22","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-21","",20309,1,756,1538,22604,23760,""
"pugs","2012-03-21","",8225,1,3020,1344,12590,23569,""
"rakudo","2012-03-21","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-20","",20309,1,756,1538,22604,23760,""
"pugs","2012-03-20","",8225,1,3020,1344,12590,23569,""
"rakudo","2012-03-20","",21125,37,626,1888,23510,24026,""
"niecza","2012-03-19","",20306,1,756,1538,22601,23757,""
"pugs","2012-03-19","",8223,0,3020,1344,12587,23566,""
"rakudo","2012-03-19","",21124,38,626,1888,23510,24026,""
"niecza","2012-03-18","",20306,1,756,1538,22601,23757,""
"pugs","2012-03-18","",8223,0,3020,1344,12587,23566,""
"rakudo","2012-03-18","",21123,39,626,1888,23510,24026,""
"niecza","2012-03-17","",20309,1,757,1540,22607,23763,""
"pugs","2012-03-17","",8227,0,3022,1344,12593,23572,""
"rakudo","2012-03-17","",21106,31,626,1888,23485,24026,""
"niecza","2012-03-16","",20309,1,757,1540,22607,23763,""
"pugs","2012-03-16","",8227,0,3022,1344,12593,23572,""
"rakudo","2012-03-16","",21106,31,626,1888,23485,24026,""
"niecza","2012-03-15","",20309,1,757,1540,22607,23763,""
"pugs","2012-03-15","",8227,0,3022,1344,12593,23572,""
"rakudo","2012-03-15","",21106,31,626,1888,23485,24026,""
"niecza","2012-03-14","",20309,1,757,1540,22607,23763,""
"pugs","2012-03-14","",8227,0,3022,1344,12593,23572,""
"rakudo","2012-03-14","",21106,31,626,1888,23485,24026,""
"niecza","2012-03-13","",20309,1,757,1540,22607,23763,""
"pugs","2012-03-13","",8227,0,3022,1344,12593,23572,""
"rakudo","2012-03-13","",21106,31,626,1888,23485,24026,""
"niecza","2012-03-12","",20307,1,757,1540,22605,23760,""
"pugs","2012-03-12","",8227,0,3022,1343,12592,23569,""
"rakudo","2012-03-12","",21106,31,626,1888,23485,24026,""
"niecza","2012-03-11","",20307,1,757,1540,22604,23759,""
"pugs","2012-03-11","",8227,0,3022,1343,12592,23568,""
"rakudo","2012-03-11","",21106,31,626,1888,23485,24026,""
"niecza","2012-03-10","",20307,1,757,1540,22604,23759,""
"pugs","2012-03-10","",8205,0,3014,1333,12552,23568,""
"rakudo","2012-03-10","",21099,31,626,1888,23478,24026,""
"niecza","2012-03-09","",20307,1,757,1540,22604,23759,""
"pugs","2012-03-09","",8205,0,3014,1333,12552,23568,""
"rakudo","2012-03-09","",21099,31,626,1888,23478,24026,""
"niecza","2012-03-08","",20306,1,757,1540,22604,23759,""
"pugs","2012-03-08","",7403,0,2887,850,11140,23568,""
"rakudo","2012-03-08","",21099,31,626,1888,23478,24026,""
"niecza","2012-03-07","",20306,1,757,1540,22604,23759,""
"pugs","2012-03-07","",7325,0,2854,868,11047,23568,""
"rakudo","2012-03-07","",21146,31,626,1888,23691,24026,""
"niecza","2012-03-06","",20306,9,749,1540,22604,23759,""
"pugs","2012-03-06","",6527,38,2838,1645,11047,23568,""
"rakudo","2012-03-06","",0,20384,0,0,20384,23803,""
"niecza","2012-03-05","",20306,9,749,1540,22604,23759,""
"pugs","2012-03-05","",6529,36,2838,1645,11047,23568,""
"rakudo","2012-03-05","",21080,30,621,1886,23617,24026,""
"niecza","2012-03-03","",20270,8,747,1530,22555,23755,""
"pugs","2012-03-03","",6386,17,2793,1586,10781,23564,""
"rakudo","2012-03-03","",21049,30,621,1890,23590,24022,""
"niecza","2012-03-01","",20268,8,749,1530,22555,23754,""
"pugs","2012-03-01","",6060,6,2767,741,9573,23563,""
"rakudo","2012-03-01","",20566,28,633,1882,23109,23764,""
"niecza","2012-02-29","",20302,8,751,1539,22600,23752,""
"pugs","2012-02-29","",6008,7,2766,729,9509,23561,""
"rakudo","2012-02-29","",20154,28,605,1864,22651,23762,""
"niecza","2012-02-28","",20302,8,751,1539,22600,23752,""
"pugs","2012-02-28","",5965,6,2750,698,9418,23561,""
"rakudo","2012-02-28","",20154,28,605,1864,22651,23762,""
"niecza","2012-02-27","",20302,8,751,1539,22600,23752,""
"pugs","2012-02-27","",4832,6,2024,404,7265,23561,""
"rakudo","2012-02-27","",20106,80,605,1856,22647,23762,""
"niecza","2012-02-26","",20298,8,751,1548,22601,23646,""
"pugs","2012-02-26","",4632,5,1999,332,6968,23437,""
"rakudo","2012-02-26","",20136,28,604,1864,22632,23656,""
"niecza","2012-02-25","",20298,8,751,1548,22601,23607,""
"pugs","2012-02-25","",3741,5,1822,114,5682,23398,""
"rakudo","2012-02-25","",20130,33,604,1864,22631,23617,""
"niecza","2012-02-24","",20283,8,751,1549,22591,23597,""
"pugs","2012-02-24","",3158,6,1744,47,4955,23388,""
"rakudo","2012-02-24","",20134,28,604,1869,22635,23607,""
"niecza","2012-02-23","",20283,8,751,1549,22588,23594,""
"pugs","2012-02-23","",3152,5,1742,53,4952,23385,""
"rakudo","2012-02-23","",20078,30,602,1869,22445,23604,""
"niecza","2012-02-22","",20283,8,751,1549,22591,23465,""
"pugs","2012-02-22","",3079,4,1724,16,4823,23256,""
"rakudo","2012-02-22","",20090,28,604,1869,22591,23475,""
"niecza","2012-02-21","",20283,8,751,1549,22591,23461,""
"pugs","2012-02-21","",3009,0,1722,14,4745,23242,""
"rakudo","2012-02-21","",20090,28,604,1869,22591,23471,""
"niecza","2012-02-17","",20055,8,751,1573,22387,23257,""
"rakudo","2012-02-17","",20078,28,610,1863,22579,23267,""
"niecza","2012-02-16","",20055,8,751,1573,22387,23257,""
"rakudo","2012-02-16","",20078,28,610,1863,22579,23267,""
"niecza","2012-02-14","",20055,8,751,1573,22387,23233,""
"rakudo","2012-02-14","",20055,28,609,1863,22555,23243,""
"niecza","2012-02-13","",20055,8,751,1573,22387,23233,""
"rakudo","2012-02-13","",20052,29,611,1863,22555,23243,""
"niecza","2012-02-12","",19928,8,751,1573,22260,23106,""
"rakudo","2012-02-12","",19717,28,611,1933,22289,23116,""
"niecza","2012-02-09","",19553,150,732,1582,22017,22863,""
"rakudo","2012-02-09","",19623,32,616,1977,22248,22873,""
"niecza","2012-02-06","",19655,8,741,1604,22008,22854,""
"rakudo","2012-02-06","",19612,28,617,1977,22234,22864,""
"niecza","2012-02-05","",19551,8,736,1579,21874,22738,""
"rakudo","2012-02-05","",19605,28,617,1976,22226,22748,""
"niecza","2012-02-03","",19489,0,729,1569,21787,22690,""
"rakudo","2012-02-03","",19593,29,616,1979,22217,22700,""
"niecza","2012-02-01","",19489,0,729,1569,21787,22690,""
"rakudo","2012-02-01","",19593,29,616,1979,22217,22700,""
"niecza","2012-01-29","",19456,0,729,1571,21756,22679,""
"rakudo","2012-01-29","",19548,29,616,2001,22194,22689,""
"niecza","2012-01-27","",19424,13,727,1543,21707,22678,""
"rakudo","2012-01-27","",19515,28,616,2001,22160,22688,""
"niecza","2012-01-25","",19409,20,736,1541,21706,22669,""
"rakudo","2012-01-25","",19357,62,610,1990,22019,22679,""
"niecza","2012-01-24","",19349,0,733,1536,21618,22666,""
"rakudo","2012-01-24","",19373,28,610,1990,22001,22676,""
"niecza","2012-01-23","",19269,10,725,1583,21587,22664,""
"rakudo","2012-01-23","",19284,28,601,2019,21932,22674,""
"niecza","2012-01-22","",19218,46,720,1568,21552,22664,""
"rakudo","2012-01-22","",19271,28,603,2021,21923,22674,""
"niecza","2012-01-21","",19224,11,732,1584,21551,22663,""
"rakudo","2012-01-21","",19263,28,610,2021,21922,22673,""
"niecza","2012-01-19","",18209,1122,703,1482,21508,22662,""
"rakudo","2012-01-19","",19078,160,611,2018,21645,22672,""
"niecza","2012-01-18","",19217,1,727,1577,21522,22662,""
"rakudo","2012-01-18","",19053,186,611,2017,21645,22672,""
"niecza","2012-01-17","",19135,1,716,1603,21455,22640,""
"rakudo","2012-01-17","",19223,57,609,2010,21899,22650,""
"niecza","2012-01-16","",19063,1,713,1601,21378,22623,""
"rakudo","2012-01-16","",19058,30,589,1944,21621,22623,""
"niecza","2012-01-15","",18927,0,698,1571,21196,22623,""
"rakudo","2012-01-15","",19058,30,589,1944,21621,22623,""
"niecza","2012-01-14","",18488,86,699,1600,20873,22626,""
"rakudo","2012-01-14","",18986,28,588,1934,21536,22626,""
"niecza","2012-01-13","",18480,0,688,1621,20789,22621,""
"rakudo","2012-01-13","",18979,28,590,1934,21531,22621,""
"niecza","2012-01-12","",18279,0,688,1543,20510,22611,""
"rakudo","2012-01-12","",18590,47,581,1959,21177,22523,""
"niecza","2012-01-11","",18193,0,679,1513,20385,22614,""
"rakudo","2012-01-11","",18587,29,583,1971,21170,22513,""
"niecza","2012-01-10","",18099,0,676,1486,20261,22601,""
"rakudo","2012-01-10","",18586,29,583,1972,21170,22513,""
"niecza","2012-01-09","",17965,0,672,1503,20140,22603,""
"rakudo","2012-01-09","",18580,29,574,1986,21169,22515,""
"niecza","2012-01-08","",17661,1,642,1579,19883,22581,""
"rakudo","2012-01-08","",18501,28,577,1983,21089,22493,""
"niecza","2012-01-07","",16442,815,627,1552,19436,22322,""
"rakudo","2012-01-07","",18493,28,567,1983,21071,22224,""
"niecza","2012-01-05","",16978,0,633,1550,19161,22210,""
"rakudo","2012-01-05","",18410,28,561,1930,20664,22122,""
"niecza","2012-01-03","",16571,4,644,1547,18766,22206,""
"rakudo","2012-01-03","",18417,28,561,1930,20936,22118,""
"niecza","2012-01-02","",16099,4,590,1645,18338,22212,""
"rakudo","2012-01-02","",18417,28,561,1936,20942,22124,""
"niecza","2011-12-31","",15853,3,594,1596,18046,22210,""
